episode,collision_0,collision_1,collision_2,collision_3,collision_4,collision_5,collision_6,collision_7,collision_8,collision_9,collision_10,collision_11,collision_12,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,reward_6,reward_7,reward_8,reward_9,reward_10,reward_11,reward_12,loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,loss_8,loss_9,loss_10,loss_11,loss_12
5733,13,8,10,2,6,2,6,0,3,5,0,5,2,-2.0827796370795792,0,0,-0.10708975205490301,0,0,0,0,-0.6888953901082195,-2.3428814835855483,0,0,-2.842631533082575,-0.06553656,-0.0125785265,-0.07706055,0.011388805,0.09212634,0.032195386,0.07490401,0.0,-0.086849175,-0.10488616,0.0,-0.10554884,0.097677
5734,16,16,12,4,1,0,3,5,8,12,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,-4.3608468572621035,0.029279843,0.02173717,0.055489745,-0.06563027,0.0050991173,0.0,0.061586197,-0.029713733,0.03926546,0.0004253149,0.13257816,-0.01934174,0.047234617
5735,16,12,9,1,4,2,9,1,3,7,1,4,5,0,0,0,0,0,0,0,0,0,0,-1.3399562715834579,0,-0.8913937671119165,0.02577904,-0.1885598,0.092659734,-0.11891681,-0.021902172,-0.02833616,0.023284521,-0.018848188,-0.06930291,0.092412144,0.2152785,0.058444366,0.04411553
5736,25,13,12,11,1,6,10,2,6,10,0,0,4,0,0,0,0,0,0,0,0,0,-0.7643299886579724,0,0,-2.264724103206276,0.043209467,0.01370817,0.002695267,-0.03110506,-0.09892827,0.03592345,0.00721028,0.0154859675,-0.036696233,-0.14295885,0.07493233,-0.06471423,0.08441891
5737,12,13,18,11,7,2,0,4,5,6,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0012881374,-0.02521172,0.08454006,0.037527345,0.01748013,-0.018125057,0.0,-0.03333468,-0.02504571,-0.06606607,0.0,-0.009764546,-0.017999759
5738,14,8,15,1,1,2,5,1,6,13,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-1.4436524122118444,0.04172117,-0.07509534,-0.09537533,0.076627016,0.004105295,-0.13123895,-0.017370192,-0.0915436,0.016205138,0.031097397,0.082431465,0.05199914,0.019477261
5739,16,16,12,12,3,2,2,0,6,12,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08116646,-0.02100785,0.025700472,0.031566665,0.06188022,0.025646312,0.01741281,0.010355026,-0.13698097,0.09424231,-0.06412701,0.07569849,0.07233326
5740,9,11,16,10,1,7,0,2,5,1,1,5,4,0,0,0,0,0,0,0,0,0,-2.434404848720227,0,-0.9866300899374059,-2.120269763204969,0.06538716,0.0651564,0.01583196,-0.040503073,0.009751379,0.054669973,0.0,0.050304487,-0.06739079,0.027644088,-0.161931,-0.0033069002,0.077658564
5741,10,16,7,9,0,1,4,0,5,4,0,4,6,0,0,0,0,-2.121899272957816,0,0,0,0,0,0,0,0,0.109663114,-0.10570748,0.025542524,-0.07758596,0.019046487,-0.13490534,-0.04761922,0.0,0.016377889,-0.031024033,-0.16718611,-0.09163522,0.16876598
5742,10,3,10,6,0,6,0,3,1,0,6,0,1,0,0,0,-0.7922103907707223,-2.3231299944481147,0,0,0,0,0,0,-0.8759263780593174,-2.3845813543545096,-0.022982111,0.028929284,-0.1084783,0.0034186146,0.021363832,-0.0279379,-0.18202606,0.008286769,0.10702791,-0.10094653,-0.04305673,0.004719521,-0.10867456
5743,4,5,4,0,0,1,0,0,4,1,3,3,1,0,0,0,-2.5681997708861024,0,0,0,0,0,-2.5453358079070196,0,-0.7848916230271463,-2.5277475277330175,-0.024871252,0.105731905,0.11823732,-0.037431173,0.0,-0.022063334,-0.00017857373,0.0,0.062155437,0.061027642,0.08411422,-0.010279231,0.055226825
5744,6,12,9,5,0,0,0,1,5,11,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054682054,0.062734604,-0.025714396,-0.049396582,-0.036487635,0.0,0.0,-0.023760183,-0.06919894,0.036576197,0.0,0.10065443,0.039144468
5745,20,14,11,0,7,1,4,4,8,12,1,5,3,20,20,20,0,0,0,0,-2.418983940353096,0,-20,0,0,0,0.11664629,-0.034010768,-0.02519503,0.0,-0.005848204,-0.051835466,-0.05513172,-0.090882175,-0.08868538,-0.046993848,0.16349214,0.1938345,0.119499914
5746,12,10,17,8,1,5,0,3,10,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070127636,0.01869681,0.06531276,0.0876943,0.08770269,0.04659237,0.0,0.08102022,0.0690157,0.055237226,0.10273221,-0.04681897,-0.0206182
5747,13,9,15,19,0,3,3,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052176952,0.03987156,0.07062689,0.0022246435,0.04033305,0.024274245,-0.08190736,0.0,0.017075887,-0.090917826,0.108700044,-0.0058949925,0.013204188
5748,20,18,21,14,10,12,3,0,6,7,3,2,2,0,0,0,0,0,0,0,-2.6360662410113687,0,0,0,0,0,-0.045521375,-0.048123192,-0.06817958,-0.0026884843,0.02060702,-0.10179553,-0.0063758306,0.05192969,0.050098944,-0.064770155,0.083560064,0.06633469,0.052664794
5749,11,14,19,3,10,1,1,0,13,7,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027034737,-0.005272169,-0.030464966,-0.00375073,0.12927304,-0.05022442,-0.041485492,0.0,-0.020746756,0.07562205,0.0925143,-0.008227526,-0.015381937
5750,2,13,7,4,0,0,1,1,1,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-2.5268543995440145,-0.07734435,0.01847626,-0.025822217,-0.01885306,0.11627629,0.0,0.045451183,-0.068143785,-0.0019736362,-0.029354174,0.039127167,0.0069057047,-0.064448744
5751,9,10,24,14,0,12,3,0,5,5,2,0,2,20,20,20,-20,-2.1041630770871245,0,0,0,0,0,0,0,0,-0.053122476,-0.053492345,-0.010432975,0.025419489,-0.06827487,-0.054452073,-0.010698037,0.02856607,0.0089660585,0.011531526,0.14711519,0.0,-0.14298376
5752,7,11,10,7,0,1,0,1,6,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019746698,-0.028312963,0.11678712,0.035641674,-0.010728467,-0.08467364,0.064837985,-0.027838381,-0.021918995,-0.0036596255,0.00706347,0.086970136,-0.12469658
5753,18,17,13,16,0,0,8,0,5,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029469284943630658,0.085413665,0.14205155,0.1049878,0.08135004,0.0029133114,0.0,0.09217442,0.0,-0.07264866,-0.07934174,0.18049207,0.09823284,-0.17172937
5754,14,8,12,0,1,6,3,0,13,4,3,4,0,20,20,20,-0.8204459704543332,0,0,-0.8505283470715574,0,0,-20,0,0,-2.085979851926514,-0.08148149,0.018789602,0.065288335,-0.0037279462,-0.10063681,0.018631056,0.043537185,-0.10048025,-0.001463862,0.018287754,0.16525875,0.118067354,0.023947645
5755,10,18,20,8,1,16,0,0,8,9,4,1,1,20,20,20,0,0,0,0,0,0,-20,0,0,0,0.085676864,-0.08699043,-0.0031203295,-0.01039442,0.0362243,0.05499523,-0.106152155,0.0,-0.017505892,0.062407732,0.005122512,-0.041207727,0.044194773
5756,12,7,6,0,2,1,2,0,5,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.0575907891533536,-0.04002309,0.017608812,0.042384606,0.0,-0.07208579,0.007307397,0.052152585,0.0,-0.08144933,-0.014038524,-0.02999299,-0.1047246,0.059554268
5757,7,16,9,5,2,3,3,0,4,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11509657,-0.028684078,0.04045269,-0.15229115,-0.0108289365,-0.06611933,-0.06517341,0.0,-0.10796619,-0.08844898,0.108611844,-0.010943503,-0.024056997
5758,11,8,17,8,5,0,0,0,6,12,1,4,0,0,0,0,0,0,0,-0.436151161687075,0,0,0,0,0,0,0.080263525,0.0131056355,0.07550055,0.027265977,0.022181423,0.073226646,0.079101756,-0.11253654,-0.0655617,-0.07458315,-0.15700546,0.04802065,0.04122547
5759,5,9,23,4,2,2,0,2,6,12,4,5,0,-3.297142397044361,0,0,0,0,0,-2.118604821290157,0,0,0,0,-1.2923664072162722,-0.439658084766954,-0.01807296,0.02753613,-0.08068176,-0.083275445,-0.13380489,-0.010476048,0.040180925,-0.038409732,-0.058069773,0.015055597,0.023174204,0.07027446,5.326986e-05
5760,5,12,13,7,2,3,1,0,10,4,0,2,1,20,20,20,-2.164141723465241,0,0,-20,0,0,-2.491817522112155,0,0,-2.22322728477359,0.023859072,0.017372673,0.03783592,0.002544332,0.061901454,0.01800735,0.015656738,0.0,0.07853376,-0.026024109,0.0,0.031247295,-0.06981653
5761,11,6,8,0,0,4,1,0,11,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024448667,0.072226256,0.039964408,-0.07180785,-0.032633707,-0.010984831,-0.063725665,0.025477229,0.13010864,0.022344,0.030878419,0.055908386,-0.088298604
5762,16,4,6,3,0,1,5,0,5,4,2,4,2,0,0,0,-0.438208284103061,0,0,0,0,0,-2.214947702885017,0,-0.814616956798,0,-0.0367446,0.028122257,-0.026506975,0.044927634,0.0,0.07255099,0.08846209,0.0,0.061402407,-0.030207857,0.07637413,-0.09087876,0.025158815
5763,7,4,17,12,2,0,0,0,5,2,3,0,4,0,0,-2.116829458757585,0,0,0,0,0,0,-3.5678543670581604,0,0,-0.30533799943362805,0.071366005,0.0755962,-0.045204792,-0.07494789,-0.15909244,0.0,0.0,0.0,-0.00042550682,-0.064893186,0.2023887,0.0,-0.088015415
5764,4,0,2,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-0.6974483047528346,0,0,0,-1.4511384455663645,0,0,-0.051964074,0.039155573,0.012783886,-0.024597261,-0.07132721,0.084827706,0.059063066,0.040226065,-0.02498353,-0.061666675,-0.049638413,-0.03345622,0.08036902
5765,6,9,18,8,6,0,1,0,5,1,3,5,4,-1.0315520991597027,0,0,0,0,0,0,0,0,0,0,0,0,-0.07505024,0.08154457,-0.012797437,0.012100551,0.029510044,0.0,0.028363917,0.0,0.029866528,-0.01679784,0.16754527,0.010573384,-0.0475163
5766,18,11,16,0,0,5,2,4,13,12,2,3,4,20,20,20,-0.9829825161191041,0,0,-2.0291408680693186,0,-20,0,0,0,0,-0.057407025,-0.03937288,-0.010037322,-0.005532348,0.0,0.031999454,-0.05755152,0.024213806,-0.033897825,-0.07960322,0.0893735,-0.060822114,-0.182577
5767,13,5,28,0,1,6,13,1,3,14,1,3,4,-1.9133007938161972,0,0,-2.3784058906865413,0,0,0,0,0,-1.7072841711725517,0,-2.365292381596624,-2.4727853657199663,0.017995339,0.03825737,0.008058632,0.0739494,-0.047313806,-0.13219017,0.039431065,0.016665129,0.109680995,-0.011641495,0.0870904,0.039590884,-0.08023403
5768,18,9,11,3,0,1,0,0,5,12,10,2,5,20,20,20,0,0,0,-1.5417710848256916,0,0,-20,0,0,0,-0.1521448,-0.022127124,-0.027541503,0.027745798,0.0,0.032397285,-0.023369832,0.0,-0.07569736,-0.025716621,-0.11197563,0.011086001,0.045747623
5769,18,8,11,6,0,0,6,7,8,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04548417,0.0014092922,0.06934793,-0.026234083,-0.012224828,-0.012552559,-0.001996032,0.030823713,0.073431656,0.02041648,-0.07161463,-0.051493183,0.049245387
5770,6,8,8,4,0,4,1,0,3,2,0,5,3,20,20,17.725138692008223,-21.91642679910221,0,0,0,0,0,-2.558126293763063,0,0,0,-0.06101883,0.028790636,0.1187672,-0.109171174,0.0,0.06965522,-0.0084531605,0.0,-0.10982458,-0.06599566,0.0,0.048873067,-0.08012709
5771,10,11,17,3,0,9,5,0,13,3,0,5,0,-3.4008426894666215,0,0,0,0,0,-0.5381829007688155,0,0,0,0,-2.5904305246153627,0,-0.057161435,-0.018566055,0.04662114,0.04996506,0.0,0.017384702,0.0136026265,0.0,-0.011873896,0.05815301,0.014782948,0.06780115,-0.12743498
5772,5,4,6,2,0,0,0,0,5,3,0,3,2,0,0,0,0,0,0,0,0,0,-2.4124145444628624,0,0,0,0.030095415,-0.008369207,0.066765785,0.06935207,0.0,0.0,0.0,-0.060833115,-0.038630396,0.0346191,0.0500188,0.0016719567,0.013691082
5773,9,6,14,1,12,3,0,1,3,2,3,3,1,0,0,0,-3.8957519069240947,0,0,-0.6033298315205537,0,0,-1.6482459898296442,0,0,-3.375035559804483,0.0468391,-0.003858659,-0.041182656,0.06502099,-0.013263538,-0.01393095,0.032485794,0.04725633,0.032117277,0.04854815,0.0798238,0.027627358,-0.02301697
5774,7,5,6,4,2,0,8,0,1,1,0,0,2,0,0,0,-2.1675729194735975,0,0,0,0,0,-4.353259663458403,0,-2.1353528603017695,-2.8095307489886054,-0.020915255,0.11812159,0.053383507,0.03620974,-0.054648463,0.0,0.0027181744,0.0,-0.014930925,-0.07221763,0.0,-0.019994974,-0.033778034
5775,17,17,16,7,2,3,2,6,9,5,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05922682,-0.02728961,0.01589746,0.017952818,-0.0058816955,-0.014828521,0.0053309053,0.019761851,0.0031158256,0.048617262,-0.031510606,0.015510658,-0.12355965
5776,5,5,8,0,0,4,0,3,3,6,0,0,2,0,0,0,-0.5511624261930059,0,0,0,0,0,0,0,0,0,0.074164964,-0.12014042,0.039121896,0.014050198,0.0,-0.0023886554,0.0,-0.05800952,0.03968019,0.028722022,0.0,0.0,-0.07691587
5777,17,6,6,2,7,0,3,0,4,7,1,2,3,0,0,0,-1.1017478005631443,0,0,0,0,0,0,0,0,-2.0199938922370326,0.058465708,-0.014080993,0.061476532,0.0021864343,-0.0045278706,0.023359694,-0.014819051,-0.058572423,-0.008895508,0.06591322,-0.053143263,-0.12761255,-0.080172844
5778,8,17,22,3,7,4,2,2,11,6,2,4,6,20,20,20,-3.164003299916197,0,0,0,0,0,-2.1152528028694606,0,-20,-0.22081377129711255,0.15564793,0.067749076,-0.04440928,0.028408151,0.049217507,-0.0012199134,0.056854967,-0.042782594,0.045495216,0.13036913,0.10521653,0.13171239,0.109948196
5779,9,7,8,0,3,0,2,0,7,3,0,2,7,0,0,0,-0.38854358729767613,0,0,0,0,0,0,0,0,0,-0.04493999,-0.15717614,-0.11267536,0.06177845,0.042060364,0.0,0.10173766,0.0,-0.10213456,-0.07583226,0.0,0.024550045,0.00021658659
5780,6,7,12,0,1,5,1,0,8,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03701517,0.080417566,0.018569224,-0.020893091,-0.017225847,-0.09033534,-0.015376832,-0.30546334,0.045817107,0.08630452,0.16298006,0.0059183394,0.030479226
5781,21,9,18,3,6,2,0,3,10,15,1,5,3,0,0,0,0,0,0,-1.5075894127638567,0,0,0,0,-2.148594050749201,0,0.003721838,0.04514711,-0.0040723556,-0.024997478,0.04885558,-0.020703007,0.023978947,-0.1142068,0.02296231,-0.04418461,-0.07403388,-0.008554216,-0.085400715
5782,9,12,12,1,3,0,0,0,9,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024529822,0.004260273,0.008958738,0.07782051,-0.030935636,0.0,0.09624463,0.0,-0.039239492,-0.0535589,-0.019912528,0.0,0.025724268
5783,14,8,16,0,4,4,1,0,10,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16521993,-0.044357076,0.036832638,-0.0555416,-0.00017497063,0.10191346,0.07510896,0.028364286,-0.12648633,0.044066366,0.06177549,0.030706365,0.0
5784,31,2,6,0,3,4,6,0,10,2,6,5,3,0,0,0,-2.4480982987843,0,0,0,0,0,-3.7399119140956847,0,-2.494696285632518,-0.4007936692599712,0.00297287,-0.15931989,-0.099058114,0.0053427694,0.053925637,0.013867169,-0.040057886,0.0,0.061662555,0.06338055,0.064924814,0.059540033,-0.005114007
5785,8,9,9,0,0,1,1,0,5,6,3,0,10,20,17.98592266607792,20,-6.185691344634574,0,-20,0,0,0,-2.631729218625388,0,-1.3256870187072645,-2.259791275653389,0.005534888,0.061038937,0.011583589,-0.0054334975,-0.02451378,0.045487642,0.018224265,0.0,-0.00093571265,-0.0028658665,0.054700118,0.009501369,0.09206236
5786,14,7,11,0,1,2,2,1,8,13,0,3,2,0,0,0,-2.105310125760553,0,0,0,0,0,0,0,0,0,-0.0075453427,0.008896415,0.061638087,-0.033720262,-0.08200539,0.039948676,0.0022670692,0.010472292,-0.0843505,-0.008010895,0.13634416,0.016680231,-0.010332575
5787,5,2,24,0,0,15,0,1,1,3,2,3,6,0,0,0,-1.860707079828836,-2.0568266422797574,0,-1.3135691738158939,0,0,-0.37937924264414447,0,0,0,0.04678484,-0.074862175,-0.05080072,-0.11579852,-0.040474415,-0.20372242,-0.045796394,0.015664801,0.030078417,0.05063299,-0.069006994,-0.021320153,0.0038168991
5788,4,13,12,0,0,1,0,1,0,14,0,6,7,20,20,20,-1.452624879330986,0,0,0,0,0,-20,0,0,0,-0.09605063,0.0015636157,-0.0028369206,-0.121518806,0.0,-0.019670285,-0.055406805,-0.073292255,-0.011772676,-0.1135604,0.0,-0.049677983,-0.11848205
5789,9,11,18,1,9,2,0,0,12,10,0,4,0,0,-1.1282516512018081,-2.705980573373244,-3.762624118173601,0,0,0,0,0,-4.0262935015479115,0,-3.536731701026732,-3.031790045391444,-0.05958366,-0.040318307,0.054139234,-0.008848709,-0.096872576,0.047423463,0.0,0.051292047,-0.055941857,-0.012529176,0.030164985,0.04939495,-0.11747167
5790,17,5,8,0,0,0,0,1,10,13,0,6,0,0,0,0,-2.01410262346602,0,0,0,0,0,0,0,0,0,0.022956317,-0.16679388,-0.11801698,0.013386291,0.0,0.0,0.02581887,-0.14821155,-0.08222212,-0.013543457,0.056671787,-0.0626562,-0.1453585
5791,14,7,7,2,0,5,0,2,7,6,2,1,3,0,0,0,-1.8773212592945865,0,0,0,0,0,0,0,0,0,-0.07695375,0.07258486,0.01125406,0.06633887,0.0,0.02856804,-0.019535765,-0.037512023,0.07726345,0.045419052,0.064402774,0.029496426,-0.043829657
5792,11,11,12,3,8,2,0,1,5,1,7,1,6,0,0,0,0,0,0,0,0,0,0,-0.04872800524927001,0,0,-0.097574055,-0.0072280634,0.12812585,0.055245027,-0.0130410325,-0.0029651744,-0.021172982,-0.0074330913,-0.0038116933,-0.0005568719,0.06682272,0.035630647,0.011381648
5793,18,9,15,0,4,11,0,3,4,12,2,1,5,0,0,0,-2.298711657420585,0,0,0,0,0,0,0,-2.26302472318043,-0.701342746589031,-0.07254564,0.018376542,-0.04750187,0.051240195,-0.004564965,-0.060464196,-0.060998134,-0.13826641,-0.026388638,0.0017582321,0.04694216,0.10222262,-0.093800396
5794,18,8,10,1,0,2,5,4,9,4,2,0,9,0,0,0,-0.44556587877813136,0,0,0,0,0,-2.097413814159846,0,-1.7719340748717816,0,-0.022241078,0.08973831,-0.0281426,0.08420182,-0.06580689,0.00805082,0.074886054,0.035742417,0.019633811,-0.030913228,0.14941758,0.002149167,-0.005734706
5795,17,11,8,2,5,5,2,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03390185,0.02015072,0.042056777,0.040783167,-0.1776107,-0.0070499135,0.0022611255,0.0,-0.027122287,0.08901222,0.0,0.0,0.0269277
5796,10,5,15,0,7,3,10,1,0,5,2,1,1,0,0,0,0,0,0,0,-2.4122027958502685,0,0,0,0,0,-0.1282548,-0.014396053,-0.019918323,-0.018524224,0.017735688,0.1248636,-0.062938094,-0.090117596,0.0,0.010856631,0.17154524,0.13277411,-0.1517888
5797,20,13,4,0,7,4,0,0,13,10,0,3,0,40,40,40,0,0,0,0,0,0,-40,0,0,0,-0.005180163,0.024341976,0.014893821,0.0141754635,-0.06805254,-0.030769248,0.0,-0.26746002,-0.020794202,-0.07036481,0.0,0.018606912,0.033910632
5798,11,6,13,2,0,2,3,0,0,12,0,0,11,0,0,0,-3.1415866262792487,0,0,0,0,0,0,0,-2.0433600380087293,0,0.07681983,0.038631354,-0.13174912,-0.00041919947,0.0,0.044983193,0.038378414,0.0,0.036199633,0.060721364,0.0,-0.052159876,0.031698063
5799,6,4,7,0,5,0,0,0,3,3,0,2,4,0,0,0,0,0,-3.1226050099754725,-1.6123521955211229,0,0,0,-2.402187515283455,0,0,0.024637416,0.06977582,0.009929311,0.018240385,0.075932294,-0.07540867,-0.11705787,-0.037735816,0.027089834,-0.15867394,-0.06318566,0.022725854,0.06398812
5800,1,3,11,1,0,3,0,1,3,2,0,1,4,0,0,0,-2.1038612465003856,0,0,0,0,0,0,0,0,0,-0.05709096,0.08302589,-0.033095848,0.03888113,0.0,0.07107917,0.0,-0.17660755,0.023201883,-0.15634808,0.0,0.04782803,-0.008073033
5801,12,3,7,1,2,0,1,0,4,5,0,5,4,0,0,0,-3.8167698208198897,0,0,-2.1648556177721723,0,-1.8255239269698809,-2.48829906339642,-0.5668531989923253,0,0,0.10882937,-0.02663257,-0.07949981,-0.06225426,-0.00022062153,0.0,0.00460362,0.0,-0.003288248,-0.07036569,-0.06337059,-0.07778332,-0.14589953
5802,11,8,9,4,1,7,0,0,0,8,4,2,2,0,0,0,0,-1.1421839726116345,0,-2.3200786069701147,0,0,-2.5265004219968787,0,0,0,-0.033174645,0.06660738,-0.01773323,-0.04924161,-0.04740131,0.034526154,0.006931217,0.03851848,0.0,0.0061217477,-0.029582195,0.055119973,-0.018947063
5803,11,7,6,4,0,0,7,0,3,3,0,0,7,0,0,0,-3.0191602992670363,0,0,0,0,0,0,0,0,0,0.118013695,0.05938158,-0.119420834,-0.09722353,0.0,0.113616884,-0.0035156042,-0.03605452,0.016500197,-0.06762793,-0.037490875,-0.020331828,0.008876221
5804,15,12,12,2,9,0,3,4,3,6,1,2,9,0,0,0,-2.4696056117489182,0,0,0,0,0,-2.1605820433691068,0,-1.9434734304031664,0,-0.062086944,0.066564694,0.022978058,-0.07431633,0.032802902,0.0,-0.050195783,-0.13480368,0.0809,0.07590942,0.12932849,-0.02224155,0.04240455
5805,3,8,10,2,0,2,4,2,2,1,1,1,6,-2.446163441360252,0,0,-5.019535180478717,0,0,-0.5755927468011146,0,-2.582935106846416,-2.2690021419685693,-2.1069050408838184,-2.046149632061658,-1.8905105292080293,0.05509966,-0.042749427,-0.066467054,0.1929359,0.0,0.005987913,-0.05324008,-0.022837518,0.00020938992,-0.067162246,-0.114197664,0.01645657,-0.006359209
5806,25,18,19,2,4,4,3,2,5,20,0,10,12,-2.033981916379288,-2.3097511249966827,0,-4.612424637360376,0,0,0,0,-1.1744024077133108,-2.0012943665078358,-1.2848741586917245,0,-1.7345501067311475,0.00355217,-0.20019402,0.06333182,0.048602268,-0.011638576,0.028639724,0.04664969,-0.16698086,0.07474395,0.08960026,0.029447567,0.06642672,0.09624085
5807,4,11,12,1,2,0,3,2,1,6,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008748178,0.015793806,-0.03757062,-0.035115764,-0.024504766,0.0,-0.11390574,-0.0021817947,0.0065688407,-0.07337506,0.08802238,-0.1053399,-0.07276676
5808,6,3,4,0,0,0,3,0,3,3,0,0,4,20,20,17.15099554770818,-5.003271179998558,-0.12043920407220243,0,-20.839893118283676,0,-1.298298739339414,-3.824931446230072,0,-4.301418705678027,-0.5216267559362264,0.0050878334,0.08616477,-0.052527577,-0.010800369,-0.03584551,0.0,-0.11269541,0.0,0.08680686,-0.007707676,-0.11238268,0.06528687,0.050111875
5809,19,15,14,23,5,2,0,0,1,6,2,1,8,20,20,20,-0.6083903497432575,0,0,0,0,0,0,0,0,-20,-0.08729254,-0.033964936,-0.06821739,-0.0487842,0.045774855,0.03879918,0.0,0.0,0.06625433,-0.067187436,0.04334388,0.09410045,-0.106706865
5810,5,8,11,0,2,0,1,0,3,15,0,3,0,-0.043521469287925996,0,0,0,0,0,0,0,-1.5645433668131181,0,0,0,0,0.015680876,0.032865144,0.03287475,0.08710702,-0.105672725,0.0,0.05337903,0.0,0.104479656,0.044360667,0.0,-0.042092234,0.0
5811,14,31,10,3,4,3,1,4,3,14,3,4,16,20,20,20,-1.6354176831883538,0,0,0,0,0,-20,0,0,0,0.04627879,-0.1199554,-0.010411041,-0.0147349695,0.02801127,0.019104429,-0.022880489,-0.026820615,0.008602017,0.113611706,0.12048748,-0.03533311,0.031145344
5812,4,6,8,2,0,5,0,0,0,6,2,0,3,0,0,0,-1.1526974273493584,0,0,0,0,0,0,0,0,0,0.019166425,-0.029256696,-0.034773525,0.04479829,0.0,-0.04133342,0.0,-0.024748888,0.0,0.06676647,0.013286149,0.0,-0.109794386
5813,4,10,11,0,2,0,2,3,2,2,0,2,12,0,0,0,-4.655747487830564,-2.5001551414207945,0,-2.3036282212690944,0,-2.1718675582841156,-5.203784869405948,-2.530255776921862,-4.34124765953215,0,0.010879435,-0.091448046,0.016216865,-0.03439344,0.017759848,-0.008283082,-0.11383993,-0.019350393,0.06526348,-0.03922663,0.018230498,-0.059010874,-0.1536347
5814,18,11,4,0,4,3,5,0,4,14,1,0,2,0,0,-1.6779487208615573,-3.6940172262384174,0,0,0,0,0,0,0,-0.7653889497734845,0,-0.0761793,0.021732248,0.029017156,0.059073754,-0.05554621,0.065429576,0.110806555,0.0,-0.09550293,-0.0477743,-0.0893371,0.004775686,0.0662878
5815,8,5,5,6,0,0,0,0,3,7,1,0,1,20,20,20,0,0,0,0,0,0,-20,0,0,0,-0.07480661,-0.020498302,-0.066273235,-0.029279366,0.0,0.0,0.0,0.0,0.009567104,0.050941825,0.05339968,0.028860753,-0.113964416
5816,3,2,8,1,0,0,0,0,1,1,0,4,6,0,0,-0.8382168637127729,-2.2341745894136764,-0.9928661148534479,0,-0.9156980148397964,0,0,-3.044161991260281,0,-3.0078179585113536,0,0.0037298172,-0.06456981,-0.0042149853,-0.04877627,-0.02793857,0.0,0.060004473,0.0,-0.017091148,-0.06541924,0.0,-0.017482389,0.050900154
5817,6,0,11,0,0,3,2,1,1,4,2,1,3,0,0,0,-2.039209052228328,-1.4224358476115406,-0.3227204093908087,0,0,0,0,0,0,0,-0.07248001,-0.07057618,0.0847875,-0.027831864,0.041840933,-0.042292576,-0.02783605,-0.06042612,-0.08671487,-0.061091743,0.040713035,-0.08451531,0.04000205
5818,10,18,22,17,6,0,1,0,1,12,0,0,13,0,0,0,-3.0530522093178414,0,0,0,0,0,0,0,0,0,-0.008306559,0.11515658,-0.10922926,0.022034401,0.024485739,0.0,0.062628366,0.0,0.05014208,-0.018763514,0.05850066,0.023677606,0.038436186
5819,6,11,7,1,2,1,0,0,3,9,0,2,6,0,0,0,0,0,0,0,0,0,0,-1.2002813865939288,0,0,0.03017452,0.044508845,-0.037926756,0.0015275562,0.056943472,0.03899734,0.0,-0.018404363,0.021225566,0.07930875,-0.13179597,-0.0024044276,0.03559782
5820,6,4,3,0,0,0,0,2,1,8,1,0,1,0,0,0,0,0,0,0,0,-0.10643250361730194,0,-0.4738499649264827,0,0,-0.014225166,-0.011842186,0.053208925,-0.035272166,0.0,0.0,0.021117352,-0.04286854,-0.035042297,-0.028299926,0.0005424428,-0.06496665,-0.045226485
5821,17,6,3,2,0,3,2,0,2,11,2,3,1,19.200882920168805,20,20,0,-0.6826878914889067,0,-1.6441413481843292,0,-1.2210184825423331,0,-20.947256605581707,-2.3818768721789003,0,-0.049693063,-0.06875327,-0.04663396,-0.040504575,0.020623619,0.102293536,-0.019074142,0.0,0.10547154,0.046825957,-0.1451424,0.06454689,-0.010848947
5822,9,12,7,1,1,3,0,3,0,5,6,1,8,0,0,0,-2.143854094624948,0,0,0,0,0,-1.3424337149627297,0,0,0,0.069772854,-0.025508912,0.025201974,0.0864387,0.015686788,0.04171843,0.0,-0.068978496,0.072483025,-0.114633866,0.121271685,0.010708757,0.02619945
