episode,collision_0,collision_1,collision_2,collision_3,collision_4,collision_5,collision_6,collision_7,collision_8,collision_9,collision_10,collision_11,collision_12,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,reward_6,reward_7,reward_8,reward_9,reward_10,reward_11,reward_12,loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,loss_8,loss_9,loss_10,loss_11,loss_12
5640,8,14,26,12,6,0,0,0,1,13,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027256336,-0.015063547,-0.023865394,-0.026408691,0.09838878,0.0,-0.015931105,-0.08833133,0.03552028,-0.050942335,0.0005559373,0.027780242,0.017044272
5641,23,14,4,3,1,4,0,6,9,12,0,2,4,20,20,20,0,0,0,-0.4114124440764999,0,0,-20,0,0,0,-0.03872477,0.021208951,0.014580507,-0.026547847,0.03441543,-0.0047862483,-0.024972176,-0.052047253,-0.066238396,-0.05903225,-0.07191746,-0.07610785,0.1026449
5642,13,16,17,1,3,3,8,1,8,11,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09267528,0.023323292,0.042806588,-0.025215976,-0.041629385,-0.0221192,0.02235056,0.043888964,0.073311426,-0.025442405,0.11093225,0.06657313,-0.05988296
5643,15,5,11,3,0,2,0,17,2,2,0,3,2,0,0,0,0,0,-0.12448009676767846,0,0,0,0,0,0,0,-0.0073443316,0.013554492,-0.035061408,0.07418921,0.0,0.09971067,-0.016708214,0.007007045,-0.07303965,0.14131622,0.0,-0.10220358,0.040783003
5644,26,15,18,5,0,9,7,0,12,10,4,7,5,20,20,20,0,0,0,0,0,0,0,0,-20,0,-0.09710901,-0.03589569,-0.22663505,0.014092914,-0.0014958242,0.02103271,-0.10059412,0.0,-0.11081377,0.016826516,0.0757738,-0.026041841,-0.07809217
5645,15,19,24,13,14,6,0,0,7,7,6,3,2,20,20,20,0,0,0,-1.2950145800754087,0,-20,0,0,0,0,0.011277292,-0.014820566,-0.03819324,0.076485224,-0.052854758,0.027473431,-0.049669277,0.004526177,-0.10711917,0.053472042,0.07581318,-0.01871693,-0.078540996
5646,17,7,3,1,2,6,4,0,3,5,1,4,1,0,0,0,0,0,-2.3626625921582303,0,0,0,0,-2.1849363257170613,0,0,-0.010432004,0.067786105,-0.020766905,0.03230284,0.017530078,0.039972544,0.006401887,0.0,0.060521863,0.102479145,-0.05629418,-0.009106667,0.04316933
5647,11,10,16,5,8,6,1,6,2,3,4,1,1,0,0,0,0,-2.4308273145063053,0,-2.7387126690014587,0,0,0,0,0,0,-0.020139646,0.1100872,-0.0057151914,-0.06609287,0.043548282,-0.05586658,0.013895814,-0.009277905,0.10288069,0.110656634,0.01358923,-0.14849667,0.08372031
5648,11,7,4,2,1,0,8,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040868998,-0.06247273,-0.004700111,-0.022903735,0.026145373,0.0,-0.049073264,0.059488937,0.06562984,0.0052480604,-0.02684205,-0.08079216,0.0019919837
5649,13,6,15,6,6,11,1,2,3,1,2,0,2,-0.8155682818977272,0,0,0,0,0,-0.48716964132810014,0,0,0,0,0,0,0.014178816,-0.025122242,0.020696871,0.10763528,-0.059951965,-0.0016338252,0.047153953,-0.00998457,-0.0430078,0.06138196,0.06907008,0.0,-0.10822071
5650,30,7,17,7,3,0,12,2,12,9,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021856876,-0.0789458,-0.06880747,-0.14099397,-0.025855968,0.0,-0.010964842,-2.4536848e-05,8.3754065e-05,-0.013932479,-0.0038755178,-0.057973698,0.14310785
5651,17,16,6,7,1,10,0,1,5,10,2,3,0,20,20,20,0,0,0,0,0,-20,0,0,-0.912348952032358,0,-0.024391176,-0.104239844,0.07201827,0.016298594,0.103342034,0.009787743,0.0,-0.015689695,0.13223115,0.05434534,-0.0329721,0.060418535,0.06720607
5652,14,17,10,14,5,0,4,1,3,7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0036605,-0.0013324607,-0.015982741,-0.048153497,0.08851086,-0.028914219,0.054019958,0.04238776,-0.13945724,-0.052380756,-0.07288099,-0.044056583,0.1359028
5653,13,18,11,4,4,5,5,0,4,11,2,5,2,-2.373736622349107,0,0,0,0,0,0,0,0,0,0,0,0,-0.067616455,0.040151697,0.046130963,0.05248256,-0.0013889433,-0.026819495,0.07322799,0.0,0.010822233,-0.05660507,0.09192282,0.13067013,0.0016157675
5654,9,18,20,7,5,0,9,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07362855,0.02952701,0.02610165,-0.009031993,0.012886283,0.015675206,-0.025006328,-0.10609245,-0.007170111,-0.07882228,0.092774026,-0.08875165,0.0826728
5655,23,15,5,0,2,1,7,0,9,10,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009401462,-0.0013946343,0.06316235,0.0,-0.093494475,0.003708506,0.052362848,0.022528376,0.09101863,-0.038730722,0.0,-0.11586133,0.10548904
5656,8,8,15,1,6,0,1,1,7,11,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04967025,-0.056551665,-0.011822548,0.06290904,0.025917124,-0.028702965,0.0016283953,0.063719265,0.014865463,-0.06735169,0.060744606,0.023952343,-0.021765241
5657,7,11,9,1,0,2,2,2,8,3,5,1,3,0,0,0,0,0,-2.18311059916477,-3.47209797705992,0,0,0,-2.8024149178869537,0,0,0.03717291,0.043068115,-0.022722805,0.014284563,0.02263438,0.1237283,-0.021525845,-0.32357606,0.014154315,-0.037946817,0.16356106,-0.029178185,0.046066184
5658,17,3,5,3,7,3,3,1,3,3,0,0,2,20,20,20,0,0,-20,0,0,0,0,0,0,0,0.0164966,0.059188724,-0.014540008,0.058573846,0.022471052,-0.03529282,-0.0059372024,0.028284594,0.035458457,0.08371957,0.024775088,-0.00013408184,0.10735848
5659,11,13,19,3,6,4,4,2,0,11,3,6,4,20,20,20,0,0,0,0,0,0,-20,0,0,0,-0.010755565,-0.20940928,-0.07988725,0.025174305,0.005293196,-0.011810265,-0.009375754,-0.053252112,0.0,-0.122326635,0.07740512,0.03311412,0.13835451
5660,25,10,9,6,6,1,2,9,6,5,2,3,4,20,20,20,0,0,0,0,0,-20,0,0,0,0,-0.08647295,-0.026316099,-0.027033975,0.004827633,0.005716455,-0.07454394,-0.04530046,-0.025187219,0.06108488,-0.12426952,0.051731028,0.078106456,0.07845855
5661,13,4,10,7,1,1,1,2,6,4,1,2,2,0,0,0,0,0,0,0,0,0,0,-1.5381415289985467,0,0,-0.033935558,0.019653276,0.030206718,-0.058296192,0.054039694,-0.030653883,0.024489878,-0.087519504,0.011960077,-0.045584746,0.03977074,0.028447524,-0.061632924
5662,24,13,19,13,6,4,0,0,8,15,3,3,4,0,0,0,0,0,0,0,-0.24495353403721554,0,0,0,0,0,0.039385296,-0.038151618,0.09524999,0.022799611,-0.2195359,0.077338986,-0.027164811,-0.03967578,-0.08264205,0.025731921,0.06153922,0.054791514,-0.08266964
5663,18,20,12,20,1,4,0,0,5,12,0,5,3,20,20,20,-20,0,0,-1.2868617007159822,0,0,0,0,0,0,0.03544159,-0.030459862,-0.034920152,-0.037743222,-0.08398445,0.073005944,-0.03923184,0.03346976,-0.013419717,0.029922837,0.0,0.046005324,-0.02758928
5664,12,8,12,7,2,1,4,1,3,8,4,0,2,0,0,0,0,-3.6742891020135238,0,0,0,0,0,0,0,0,-0.03196538,0.02449956,-0.07209426,-0.033803094,-0.030532828,-0.023545569,0.06996546,0.062024236,-0.039623052,0.094481595,-0.025612507,0.0,0.11879793
5665,10,6,9,4,1,0,1,0,11,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014628754,0.06076578,-0.004560336,-0.021345088,-0.018199194,0.04908046,0.018810207,0.0,0.12774414,-0.061831187,0.01562019,0.008799601,0.00074974535
5666,29,8,6,2,7,8,4,0,9,5,0,7,1,0,0,0,-2.381017371261209,0,0,-1.0559560347354258,0,0,0,-1.8004116034173467,0,0,0.012669973,-0.17567109,-0.05187089,-0.013275623,-0.052732415,-0.014394638,-0.04183153,0.050973706,0.08218189,-0.074558966,-0.047351714,-0.036348566,0.05109504
5667,14,10,11,6,4,0,8,0,8,3,2,2,2,20,20,20,0,0,0,0,0,-20,0,0,0,0,0.08421155,0.07167676,0.0022415626,-0.04126469,0.054711882,-0.038199857,0.036791697,0.0,0.12282597,0.0051358743,0.06639069,-0.15621981,-0.03711503
5668,15,11,4,9,1,4,1,0,4,5,0,4,2,0,0,0,0,0,0,0,0,0,-0.010983311806516127,0,0,0,-0.022759039,-0.042024594,0.028529603,-0.021354042,-0.035050888,-0.0066985665,-0.06546337,0.0,0.14203185,0.06059164,0.0,-0.08046604,0.07144182
5669,7,6,7,0,1,0,4,0,1,8,4,0,2,0,0,0,0,0,-1.7244295543621058,0,0,0,0,0,0,0,-0.046575766,-0.0398618,-0.062015057,0.04636456,-0.04069581,-0.05017548,0.010474527,-0.048207644,0.0034101212,0.054597072,-0.09983461,0.0,-0.048079625
5670,8,7,10,3,0,1,0,1,6,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057293043,-0.04495354,0.0008467704,-0.019598834,0.035054117,-0.015508044,0.0,-0.0076273144,-0.0656775,0.099889204,0.0,0.048130073,0.028937368
5671,6,9,7,3,1,0,2,0,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03354727,-0.040966015,-0.030230213,0.033732846,0.036082946,0.0,0.04950776,0.0,-0.038659967,-0.06172226,0.010398861,0.033899583,-0.029493947
5672,16,18,18,17,8,1,0,1,6,9,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.088460065,0.043365814,-0.04076908,-0.0449135,-0.06406288,-0.004686632,0.0,-0.030403208,-0.14061105,0.039904732,0.08802434,-0.036373388,0.022793189
5673,26,20,26,11,0,13,4,0,16,16,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009350416,0.019881463,-0.037829354,0.08030436,0.026079593,-0.009923813,-0.059001748,0.0,-0.02392889,-0.021871967,0.031882036,-0.09297156,0.14415511
5674,28,16,22,12,6,2,11,0,8,13,7,3,4,20,20,20,0,0,0,0,0,0,0,-20,0,0,0.014653359,-0.03576955,-0.016254153,0.019300373,0.01836561,-0.030276483,-0.0682051,0.0,0.063795365,0.09356343,-0.035099674,0.09460271,0.14022827
5675,15,19,10,3,2,0,0,1,6,16,6,8,2,20,20,20,0,0,0,0,0,0,0,0,-20,0,0.05106573,0.025836496,-0.0068722353,-0.01777189,-0.03126581,0.0,0.0,-0.03649455,0.079781845,-0.051108338,-0.07659741,-0.08874184,-0.109724656
5676,15,15,7,5,5,2,1,1,4,10,3,4,2,20,20,20,0,0,0,0,0,-20,0,0,0,0,-0.07296567,-0.052285742,-0.095862344,-0.06782923,-0.004708437,0.025640592,0.037071336,0.0298235,0.024711423,0.04559196,0.0245423,0.00094367267,0.058004007
5677,29,2,7,3,0,3,4,6,7,5,6,4,0,-2.126800536658816,0,0,0,-0.9899846437359883,0,0,0,0,0,0,0,-2.3874154633197806,-0.0018038308,0.0036300707,-0.0074491287,0.030989341,0.0012762523,-0.053474836,-0.030905448,-0.02537312,0.005104623,-0.019956507,-0.020082774,0.03983337,-0.12817064
5678,13,14,14,3,4,5,1,1,5,8,5,6,3,-1.2330989861829544,0,0,0,0,0,-2.01036526638501,0,0,0,0,0,0,-0.058866482,-0.1330147,-0.0068249707,-0.029951625,-0.04825871,-0.1042723,0.09269619,-0.003388256,0.10067502,-0.04793068,0.043986112,0.12091726,0.030222503
5679,11,8,12,2,0,11,6,0,1,3,2,1,5,0,0,0,0,-0.934065914137554,0,0,0,0,-2.684676728153735,0,0,0,0.030724216,-0.0013957284,0.066411264,-0.0932337,-0.08262043,0.03555489,-0.011415029,0.0,0.053057715,0.22506222,-0.066270575,-0.058433656,0.028526878
5680,17,14,21,2,2,2,8,6,6,8,7,4,7,-0.981220109170986,0,0,-2.3341080196816395,0,-2.000252234318804,0,0,0,0,0,0,0,-0.010618635,0.14078772,-0.055275064,0.049812187,-0.011537275,-0.12547089,0.08675478,-0.02477535,0.02762207,-0.044724323,0.13015579,-0.120164365,0.13833643
5681,19,14,23,10,1,0,10,3,13,10,3,6,0,20,20,20,0,0,0,0,0,0,0,0,-20,0,-0.07865779,-0.041521024,-0.019922351,-0.25660747,-0.11057763,0.0,0.00883055,-0.27153695,-0.05836585,-0.03136527,0.049762323,-0.1415611,-0.11896576
5682,2,7,9,0,0,5,4,0,4,3,1,1,0,20,20,20,-0.8498087457658854,0,-20,-0.8498254134160299,0,0,-2.5378471537192047,0,0,0,-0.037575424,-0.045599557,-0.030652506,0.008219718,0.0,-0.0061300434,0.085039034,-0.011203254,-0.01796157,-0.028141474,0.06580977,0.042261057,0.0
5683,19,29,20,7,2,7,2,1,13,14,7,13,2,20,20,20,0,0,0,0,0,0,0,0,-20,0,0.015813638,0.01260335,0.012672138,-0.009227173,0.036804058,-0.02325053,0.041029267,-0.013051875,0.00034582496,0.034474768,0.021566298,-0.1009368,-0.07108374
5684,12,6,6,8,0,1,2,2,1,5,3,2,0,19.670824508597487,20,20,0,0,0,0,0,0,-2.3185164317819527,-20,0,-0.3531180045759519,-0.007377765,-0.025778404,0.009630912,-0.06230712,0.0,-0.011551356,0.0035081091,0.011657629,0.09621973,0.031529903,-0.044116784,0.04776845,0.021029014
5685,18,11,8,6,0,1,6,0,5,7,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13998348,-0.16509709,-0.100382574,-0.0032930207,0.0,0.07850932,0.026144553,0.0,0.054424744,0.0011027777,0.068717495,-0.07949706,0.0635017
5686,25,12,15,15,2,0,6,5,5,2,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06456785,0.017616268,-0.068863064,-0.10865283,0.051379062,0.059375435,0.025274448,-0.077194445,-0.08012812,0.06650835,0.0014480925,0.059715968,-0.085252516
5687,9,5,11,2,1,2,0,1,2,5,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08793169,-0.04956646,0.058822192,0.0070578544,0.12064892,0.0030759107,0.0,-0.04792563,0.076367654,-0.015700044,-0.0072987378,0.07954714,0.13787188
5688,19,16,16,8,8,0,2,2,4,10,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06473908,-0.025935797,0.043804437,0.100707054,0.013229516,-0.022240108,0.05578571,-0.056133393,-0.039923135,-0.02396787,0.016666772,-0.03203329,0.082027465
5689,14,14,10,2,2,6,2,2,6,14,3,1,0,20,20,20,-20,0,0,0,0,0,0,0,0,0,-0.06146306,0.09994649,0.077203,-0.05761908,0.021247406,-0.073110364,-0.0005436975,-0.025985584,0.096220285,-0.0016247225,0.05648662,-0.05150839,0.089404605
5690,17,15,18,11,3,5,4,2,2,7,2,7,7,0,-0.23457503156347315,0,0,0,0,0,0,0,0,0,0,0,-0.06327949,-0.08392345,-0.009552236,-0.06614027,-0.034973294,-0.016687207,0.023508692,-0.089476235,0.041231155,0.0027172787,0.15076075,-0.034755114,0.024421558
5691,9,23,15,18,4,0,5,0,3,9,0,2,6,0,-3.019639533790477,0,0,0,0,0,0,0,0,0,0,-0.4466139803780833,0.05017548,-0.099271394,0.07990595,0.061352525,0.04703928,0.0,0.012271433,0.0,-0.016470997,-0.03737842,0.0,0.0008668935,0.06954828
5692,18,10,16,3,9,2,0,0,3,11,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1124674,0.02165371,-0.024373932,-0.04739212,0.012038738,-0.023654424,0.0,0.0,0.03805793,-0.015852677,-0.046052523,0.05295765,0.024046669
5693,15,18,16,14,5,6,1,0,5,6,1,7,4,40,40,40,0,0,0,0,0,0,-20,0,0,-20,0.020858102,-0.061697036,0.024505224,0.019822702,-0.08052449,-0.0015838194,-0.122325785,0.08952596,-0.069911346,-0.014021089,-0.07387059,-0.033528358,0.02034352
5694,10,9,21,10,1,7,1,2,6,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010471289,0.1005244,-0.010552483,-0.026980408,-0.112155244,0.1081357,0.07765075,0.04473639,0.052792616,-0.035879064,0.14738367,0.06668592,0.0
5695,22,14,11,5,2,1,5,2,13,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02853353,-0.018710006,-0.09229567,0.04009626,-0.02335504,-0.02372458,0.079875804,0.05150243,-0.015684543,0.008458861,0.041295364,0.10719078,-0.07260819
5696,17,8,30,8,10,10,2,0,6,3,4,7,5,20,20,20,0,0,0,0,0,0,0,0,0,-20,-0.047827616,-0.0147703085,-0.028051162,0.024241805,0.013378572,0.07724512,0.063773945,-0.4454057,-0.12565747,-0.044714242,-0.04567335,0.028973501,-0.008917112
5697,16,9,5,1,1,0,5,0,5,2,4,4,8,-1.3458002003644753,0,0,-2.268308391745523,0,0,0,0,0,-2.023321852115379,0,0,0,-0.03284607,0.1151964,0.039007235,0.03496717,0.075349696,0.014779109,0.06388679,0.0,-0.03527972,-0.03942376,-0.09363051,-0.006019603,-0.15794428
5698,10,11,17,0,5,6,0,6,3,8,2,1,7,0,0,-2.204306312074418,-0.7791797078257434,0,0,0,0,0,0,0,0,0,-0.050783638,0.02463576,0.07062728,-0.087265216,-0.12090559,0.044960212,-0.041724056,-0.020154163,-0.06127112,0.0096158385,0.0074682343,0.063264206,-0.10726657
5699,11,12,9,11,3,2,3,5,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.075228244,-0.101694845,0.0070915986,-0.053167477,-0.04397568,0.053154275,0.06421406,-0.04566182,0.0,0.0,0.105707474,0.051867012,0.12565981
5700,14,18,12,8,6,2,0,0,2,10,5,5,6,0,0,0,0,0,0,-1.651601311346138,0,0,0,0,0,0,-0.035374943,0.13709037,0.056028184,-0.0061771274,-0.045340065,-0.07595047,0.006894865,0.0,0.032980487,-0.02235834,-0.07781152,-0.09360569,-0.10672802
5701,16,9,14,0,9,3,0,0,5,11,1,1,9,20,20,20,-2.7598184168451496,-2.0590940846592414,0,0,0,0,-2.763752090267095,0,-2.43900110890711,-21.307996374495048,-0.037481807,-0.07717055,0.10450924,0.12739427,0.011522224,0.028102737,0.0,-0.12611094,0.0019368709,0.0861251,0.071495816,0.01560173,0.07474796
5702,11,18,16,13,1,9,1,1,4,12,2,1,1,0,0,0,0,-2.0285449598685217,0,0,0,0,0,0,0,0,0.08003828,0.0034342278,-0.0053997636,-0.05640469,-0.07464623,-0.03663805,0.0631717,-0.018012147,0.02837568,-0.08178863,-0.09801492,0.11833899,0.12851906
5703,13,5,13,5,0,4,0,0,5,6,2,2,7,-2.301634095731251,-1.599624725574813,0,-1.4379973390819223,0,0,-1.9445009625146659,0,0,-3.095242933952041,0,0,-2.3238722714662217,-0.0023151878,0.055550832,-0.042285185,0.0046777558,0.0,-0.047201987,-0.04284437,0.0,-0.076841734,0.028196845,0.0892158,0.16848913,-0.11105289
5704,15,9,3,1,3,0,11,1,3,6,0,0,2,0,0,0,0,0,0,0,0,0,-5.623028445264825,0,0,-1.7522399062161331,-0.0357515,0.0061484454,-0.059270736,-0.0055339886,0.124870464,0.0,0.0032434952,-0.041667983,0.08177471,0.021159144,0.0,0.04158105,0.03591646
5705,16,21,15,13,0,7,2,0,8,5,2,12,3,20,20,20,0,0,0,0,0,0,0,0,-20,0,-0.029043904,0.03554125,0.03502332,0.03799582,-0.0078051174,0.015982687,0.025209477,0.06470903,0.0066164057,0.022849297,0.063994475,0.033675827,0.049325276
5706,5,8,10,15,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,-4.089104931307194,0,-2.9853082778729365,-1.4396139022894072,0.043865185,-0.23859726,0.018560395,0.030284131,0.0,0.008608181,0.0,0.0,0.0,0.08132729,0.17281264,0.063516825,-0.14845012
5707,20,11,15,8,0,12,0,0,8,11,2,3,2,20,20,20,0,0,0,0,0,0,-20,0,0,0,0.0027456093,-0.035330877,0.022588205,0.09425654,-0.021052456,0.16030128,0.0,0.04072239,0.0063038515,0.014874416,-0.032230195,-0.15421733,0.051232725
5708,22,15,26,15,3,1,3,2,3,17,1,5,13,0,0,0,0,0,0,0,0,0,-1.7382275678174053,0,-1.363237462861886,0,-0.0245326,-0.0067093964,-0.08117691,0.033330873,-0.010002894,-0.0082292985,0.044892382,-0.052828632,0.14825779,0.030772364,-0.019452922,0.10631436,0.047242068
5709,7,19,18,8,0,9,2,0,2,12,3,2,6,0,0,0,0,-2.3714333424803233,0,0,0,0,0,0,0,0,-0.10829708,-0.033479176,-0.05413841,0.005640532,-0.009683233,0.028202984,0.049316615,0.0,-0.011471026,-0.0071358993,-0.03532043,-0.021922326,0.09707697
5710,12,13,17,9,0,1,0,0,7,7,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09973939,-0.0039483714,-0.09037491,-0.060197867,0.03960569,0.09947347,0.0,0.027312592,0.060288895,0.05847885,0.014082803,-0.057686605,0.12353483
5711,13,17,17,6,3,2,5,2,15,5,3,0,6,20,17.976480510663837,20,-0.6916677525965698,0,0,0,0,0,-20,0,0,-2.0939863373684653,-0.020229487,-0.04358327,-0.109678976,0.03191909,0.010050254,0.057073817,-0.014728814,0.021637093,0.08185546,0.033788823,-0.076650985,0.055979967,-0.0072008944
5712,19,17,16,14,6,3,3,0,4,3,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016187891,-0.018087052,-0.009608755,0.13346684,-0.014183101,-0.19065106,0.056266557,0.0,-0.034901973,-0.04853995,0.12125553,0.019862292,0.03268043
5713,8,20,14,9,2,7,0,0,9,5,1,3,6,0,0,0,0,-2.15977340737842,0,0,0,0,0,0,0,0,0.28181317,-0.027972171,-0.00077956915,-0.011746025,0.019763786,0.017954968,0.0,-0.2105744,-0.010377998,-0.04670297,-0.10326786,-0.029456845,0.14735088
5714,12,14,13,5,2,1,3,2,3,8,0,6,9,0,0,0,0,-0.5760225232448146,0,0,0,0,0,0,0,0,0.06312049,-0.033056177,0.08676796,-0.03964033,-0.024080582,-0.044191394,-0.0020948565,-0.15822454,-0.12844981,0.010072929,0.0,-0.029790549,0.0784183
5715,6,12,6,3,3,1,2,1,2,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027417066,-0.0443627,0.011525398,-0.0640678,0.02525263,-0.024518669,-0.15274315,0.0556439,0.0015998356,0.0107499845,0.092483565,0.093106486,-0.017385347
5716,18,15,8,13,1,2,1,0,7,10,1,4,2,20,20,19.696201578777025,-1.4248920037656343,-0.09399876033946208,0,0,0,-20,0,0,0,-1.4186185050307554,-0.06482258,-0.13378838,-0.052434314,-0.05220003,0.100036144,0.0035667408,0.0485838,0.0,-0.10942579,-0.012986646,0.13909857,7.022619e-05,-0.17084032
5717,21,20,22,14,4,4,11,0,6,3,0,3,18,0,-4.632646205269125,0,0,0,0,0,0,0,-2.8495829210166863,0,-0.23711233527200504,-2.285915062413444,-0.004282788,-0.115568504,-0.1043736,0.03663496,0.040116716,-0.018368635,0.051888566,0.0013568348,-0.04118019,-0.105245106,0.0,-0.047110505,0.12019497
5718,2,6,11,0,0,0,0,0,11,4,4,0,0,0,0,0,0,0,-2.2102514514559104,0,0,0,0,-1.3896534702407592,0,0,0.002465563,0.16386674,0.0973459,0.0,0.055362023,0.004488621,0.0,0.051791452,-0.07196075,-0.08444899,0.042660285,0.0,0.09724839
5719,3,21,11,4,1,0,4,0,1,8,1,2,14,0,0,0,-0.23122640713490572,0,0,0,0,0,-0.045261765131352494,0,0,0,-0.14129703,-0.061173834,-0.18598051,-0.020259468,-0.08833508,-0.0004288058,-0.01068203,0.0,-0.051497415,-0.037411906,0.036224503,-0.03903845,0.08110929
5720,11,19,8,3,6,1,0,0,5,8,2,9,4,0,0,0,0,0,0,0,-2.258118465983257,0,0,0,0,0,0.035973325,-0.01068135,0.017796582,0.061787985,-0.107467525,-0.101849794,0.0,-0.07636595,0.2020959,0.01874365,0.009752322,0.026311595,-0.008172946
5721,11,3,6,1,3,1,3,0,8,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15464902,-0.010550472,-0.07697845,0.023124745,-0.09329254,0.12511094,-0.015340512,0.019565938,-0.034912553,0.0,-0.0645597,-0.063237935,0.038723797
5722,11,4,9,1,4,0,5,0,1,8,0,4,1,0,0,0,-3.4505469673032723,0,-0.8103195545175645,-0.7339738555529429,0,-2.2180517932758237,0,0,-2.3545450783447017,0,0.056040417,-0.075395755,0.005003096,0.087735675,-0.008956712,-0.0547874,-0.025100842,-0.013147712,-0.03299506,0.067112796,0.09884106,0.0067137335,-0.07933956
5723,11,13,6,3,6,0,4,3,3,5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378231,0.0059584524,0.12090853,-0.050387695,-0.09234012,0.029920602,-0.04105027,-0.1550048,-0.08281483,-0.002128935,0.061637517,0.013909183,-0.081842795
5724,13,7,2,1,0,0,5,0,3,0,0,6,7,0,0,0,-0.42431292925137365,0,0,0,0,0,-2.383978336582996,0,0,0,0.057041336,-0.031430326,-0.05262837,0.028390234,0.0,0.03564732,0.01683212,0.0,-0.0072455644,0.07103534,0.020106435,0.10941622,-0.020764899
5725,9,10,13,4,1,4,0,1,7,8,0,1,6,0,0,0,0,0,0,0,-2.0180376138653173,0,0,0,0,0,0.023141876,0.021884523,0.013604026,0.0051438,0.01631368,-0.002553382,0.0,0.013360238,-0.010632286,0.0052009397,0.010709583,0.06084013,0.07096894
5726,15,12,15,5,7,2,2,0,7,10,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,-1.833393315050027,0.024421386,0.051210307,0.012391605,0.016438058,-0.004488641,0.035020117,-0.016979523,0.0,-0.025824787,-0.009511205,0.13761656,-0.013317445,0.0679399
5727,3,8,1,0,1,0,0,2,1,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052126765,-0.09865353,-0.0818883,0.0,-0.06336915,0.0,0.0,-0.05631043,0.033900265,0.017824864,0.0,0.049018875,-0.09066087
5728,6,23,14,9,1,10,1,3,3,13,0,3,0,0,0,0,0,-2.8042221815594184,0,0,0,0,0,-1.2950572906178004,0,0,-0.105079725,-0.060800906,-0.028047971,-0.01902907,-0.033405446,0.01594328,0.008596036,-0.017459493,-0.011929754,-0.0002009499,-0.21377136,-0.1086357,-0.03924996
5729,9,4,13,4,1,0,5,0,6,5,0,4,1,0,0,0,0,0,0,-2.644676027783727,0,0,-0.8733432884600512,0,0,0,0.036634635,0.010914695,0.019625293,0.0064977943,-0.04822329,0.0,-0.062137768,0.0020466216,0.012169986,-0.10807462,-0.17051671,0.063850015,0.1491182
5730,12,1,4,1,0,3,8,0,3,0,0,0,2,-2.52106215305756,0,0,0,-1.1328398070281964,0,-0.8156715670230774,0,-1.8222096724874337,-2.3294085410072634,0,-0.5378318480880284,0,-0.003229471,0.0838634,0.047566857,-0.004148055,-0.053752605,0.05456075,-0.011391904,0.029502032,0.07006004,-0.026843764,0.082415335,0.0155900335,-0.23677184
5731,7,6,4,4,1,1,3,0,2,1,1,3,1,0,0,0,-1.2870593807861685,0,0,0,0,0,-1.0971835647354977,0,0,-3.283490260812993,-0.008442512,-0.007144594,0.016801499,-0.025349155,-0.00354599,-0.0694921,-0.022930287,0.024734873,0.0132598225,0.012471867,0.07827393,-0.04755516,-0.10150277
5732,12,12,9,9,0,0,4,0,5,9,0,5,1,20,20,20,-20,0,0,0,0,0,-0.49047954217475986,0,0,-0.20932149535713984,-0.1017374,-0.03090856,-0.033291977,-0.054085936,0.0784796,0.0,0.060850486,0.0,0.039288227,0.04172512,0.0,0.020837126,0.039943673
